raw,attention,meditation,delta,theta,low-alpha,high-alpha,low-beta,high-beta,low-gamma,mid-gamma
11,67,78,45879,22859,18623,10193,14934,8437,6180,81656
38,57,74,41663,60115,21280,20035,12771,5482,3426,74151
32,63,83,1379135,10408,5735,12064,14215,6008,2192,12737
3,75,77,490114,35755,12369,10999,18941,12168,3159,77867
82,67,61,335756,97534,7955,13274,16411,10292,2480,54341
58,74,54,217010,72030,11354,14611,10145,9829,2679,72063
27,63,64,163018,9181,5496,13451,2217,2253,1300,18412
60,57,69,116915,92180,26602,47520,45970,18578,5308,55302
11,64,80,208615,33102,21029,3300,6427,10882,1469,14357
51,57,80,468778,149729,13276,35689,21594,10162,16424,98829
55,51,70,598055,206599,103495,66306,42363,17708,22802,45755
204,50,75,1142007,76533,61669,19839,19601,13826,4397,59021
-163,41,75,430370,168140,83967,13194,20272,22079,15913,68659
-101,48,87,793660,43801,19241,34339,8556,7979,2986,17951
54,56,80,684011,47966,13270,6509,6311,7727,3140,19220
102,66,60,190894,25584,1626,1900,7919,6362,2553,10419
26,88,51,1200373,45452,5982,12035,8440,34437,7043,59609
-38,96,57,341357,24987,61572,89701,30471,34050,20084,95576
-35,96,60,951614,160999,64897,9610,8076,27886,7621,73439
44,84,78,145168,41288,27639,12676,22216,5982,3347,60341
-201,67,83,234207,71986,21655,17034,21455,12692,5928,70324
53,56,56,309729,180440,24085,4428,18902,13965,1682,67619
16,44,53,1334413,191663,29342,31288,32577,10464,2456,15328
2,64,47,130907,12209,6100,4228,14851,10699,6015,74773
7,70,43,45903,38302,381,16052,16008,10314,2201,74513
64,81,64,207838,28600,28887,43039,28538,16178,3730,63935
-12,78,67,65222,122282,42299,10468,7825,6076,2088,11642
1,50,74,216266,171291,26786,60277,6371,8553,8528,57227
-25,40,87,577218,38213,104180,57458,81376,15043,6055,68339
133,11,64,66594,270534,26336,6612,24173,3521,4047,64872
-69,16,67,191821,44534,18126,8313,4605,3972,1543,15610
-18,21,51,514873,197673,10432,11338,9415,11612,3447,81192
38,23,48,40046,33797,9541,39761,26788,7259,674,63746
22,41,74,477722,49216,93164,23509,28062,10894,2848,69179
-43,38,60,265510,145138,2419,16498,17160,7084,3221,81929
130,40,69,532056,197136,32757,37860,16111,16536,6267,62326
10,26,57,1852039,294089,4783,64705,39506,8295,10506,48677
1,17,56,268815,85300,60436,73605,29433,6959,3467,69604
458,13,69,1455999,22460,6014,5972,3693,913,875,16241
177,20,70,944343,61523,24661,2795,3613,8906,3014,8146
154,23,66,825102,261913,27703,9607,14525,10841,7258,74541
305,26,64,1021702,133372,99476,38334,5110,11427,8342,45676
-56,34,61,2894969,153012,23602,31560,12984,10277,1281,10702
775,29,64,436153,46702,15668,16660,16149,5673,3070,42931
-41,26,78,683142,22652,6575,7612,2207,979,479,967
-27,30,77,539053,34230,14722,19383,6073,4222,1379,11716
12,35,87,328861,18331,16852,3445,5162,2980,1897,7252
-51,35,70,293062,55482,5357,1943,1910,4746,1693,11478
-129,44,77,518925,118976,81265,44511,16834,14473,4661,74541
65,34,64,552421,177192,30402,20062,11119,5506,2941,47189
39,34,54,567324,112382,5294,33729,14121,11962,5970,47947
-10,47,56,321725,37569,5861,1799,13713,10879,3934,50559
235,38,48,296616,114583,41185,13869,6336,4867,1717,40372
36,41,41,1503374,203235,22875,3869,7098,7613,6229,53217
-66,38,41,586826,167863,29996,47610,94755,14987,11208,42758
-34,26,56,672245,90491,46768,16564,9128,11564,7444,46679
36,30,47,407932,183133,14175,22508,18188,10989,2262,41304
68,38,50,102223,250376,1703,46883,17837,16654,11701,25773
58,41,47,63357,21323,5269,843,2784,2151,484,2718
10,48,38,108882,25467,3674,4295,5023,4199,1518,12972
144,54,56,212587,34565,42775,26388,20505,9415,2923,52191
1238,57,50,1141054,336042,6278,29815,60452,30534,25212,49110
513,57,50,1110577,110762,47558,30945,24036,71127,84683,45354
-148,63,64,1512696,164947,249208,34728,43969,50398,26127,38627
60,63,64,100844,31032,5413,4344,7527,4827,2008,3643
-922,54,41,1126458,316884,15069,27134,108775,15414,13776,16089
87,61,50,1777954,261498,12451,64464,102924,56287,4369,10865
84,61,50,250576,97229,23724,23969,17767,15506,4172,2757
-236,54,43,1673170,24619,10322,11800,5393,2766,3050,886
-17,40,38,124015,84678,8413,3544,8519,2925,829,841
-1579,53,53,345117,65207,15422,26924,10524,16076,3048,3282
-93,47,53,385120,38338,595,8613,6262,4524,3182,1785
-1,47,53,292725,21707,7422,5034,17574,3991,397,925
123,51,51,349364,63410,30279,7756,5602,8207,4631,2428
-12,63,57,157998,31437,1385,7969,4506,3451,1605,630
34,56,60,95282,70931,26914,15169,6236,9010,11468,6483
-39,44,61,398645,255599,49089,16135,15152,11553,7907,2334
116,34,43,418799,144165,11080,2219,20480,4379,7566,3894
7,38,47,227205,58010,21744,9791,12964,11518,12633,2182
81,43,47,213867,64035,8392,39323,11632,15150,4856,4746
19,43,47,2985744,545249,85710,37501,42158,23725,9235,5387
28,44,51,111291,16942,1205,1170,1495,705,429,299
163,51,53,640815,41543,6088,20783,3167,15447,11581,3149
27,47,51,1101405,51772,23163,3935,5788,7310,2064,1973
77,47,54,419876,86512,7962,30251,32221,4202,4371,1962
36,57,63,89165,41926,9889,8622,25356,6154,5160,1912
9,43,50,132536,194441,11008,16854,8117,12211,2846,2243
65,41,53,149339,35761,27090,11755,15177,6713,1734,2493
-52,53,67,59088,22113,4193,47939,8328,7211,1876,809
16,53,75,72439,42303,25438,25444,42655,9668,3300,2930
-4,47,74,336589,156429,2673,14013,9178,4700,1803,3110
-29,40,57,283678,71889,16680,25548,9899,9331,5735,3427
61,50,64,286190,6174,10823,2739,2061,5452,1141,763
176,70,87,400669,22902,32825,16890,19184,14424,7904,6858
54,69,77,268704,303759,41920,10241,12098,15647,4964,6752
-18,78,81,636554,41668,37556,19862,16711,15899,10577,6935
25,70,74,139083,21720,4156,13632,13948,6622,5546,10083
40,64,64,211859,14575,4660,2708,846,2524,3189,728
-53,77,70,152799,101220,33322,8128,23822,16704,8706,4603
-154,74,61,122810,66896,14016,22944,58017,13478,5187,6505
85,67,54,1398655,141558,25430,15545,31186,18264,2566,4544
-12,69,63,402465,10986,14038,18050,18349,6085,4112,1594
83,53,56,1661354,428859,46270,21140,44642,13772,4655,5391
344,41,57,2661611,93565,12836,24926,19936,7105,738,1844
-104,37,54,1712082,312427,41242,13621,13190,22876,28802,11248
21,35,29,2421114,305510,6454,23675,27324,38994,3876,2908
55,56,27,170889,151657,12006,11771,20424,30499,3672,2866
-56,69,21,204068,80202,20351,2010,7771,17984,4980,1726
11,87,34,150130,22796,11918,6997,8438,12400,4021,2468
98,100,50,7217,15447,18585,11996,29759,21253,5636,6296
-21,100,67,79815,7592,7293,3379,2018,4312,3240,2214
77,94,67,214109,49762,6622,4531,4297,3779,2104,994
32,75,48,306959,228095,7487,8048,14375,12042,3811,4138
-38,75,44,12270,23122,8390,5244,7117,16691,3324,3886
-135,63,48,44930,48282,43557,24495,3171,9725,13747,9882
-132,69,48,306938,79174,8186,9030,14630,10764,6531,6538
44,63,44,537893,202038,7476,1705,8329,5253,5885,3291
-41,48,61,42456,23205,36861,31538,9183,10797,3440,3482
119,37,54,274985,169796,100458,16855,25428,8502,5921,7268
61,34,61,1682214,176045,40081,28348,26790,19584,6238,3265
-67,56,67,51035,56903,1667,5140,7602,14887,4226,1152
-84,54,56,197860,48926,18112,18146,7464,8566,1460,1220
7,66,56,314863,58894,36884,4013,10833,7664,2095,3755
315,77,64,56771,29641,30258,11481,12399,13305,2105,3695
195,44,75,338245,334120,68240,15087,9882,4660,1575,3286
133,44,67,1178069,114307,22297,14371,14579,17532,1216,4975
81,35,56,119448,244632,25538,21916,19248,10106,2475,4945
7,23,53,159694,118906,76534,9196,9151,13515,1683,2988
48,35,48,55377,164300,19313,5745,3574,5699,3934,5686
178,29,54,183078,48127,22857,10838,9758,6593,7892,3113
18,40,57,2339603,141158,4918,30023,16812,15127,9641,11161
-37,40,50,410138,143435,31364,11669,13671,11854,1985,3000
27,30,47,23255,258042,24519,6313,15319,4099,1492,9308
73,27,37,141638,81057,13309,7340,15024,5639,2530,4208
8,37,43,272995,70944,15916,22859,10815,19139,2413,4465
137,41,64,5727,7291,27949,17844,6785,5694,2744,2657
-12,57,84,148981,33632,34147,15100,9513,5812,1427,2569
105,67,88,138420,48996,6322,13076,3925,10369,3302,5987
41,69,90,31337,42155,15023,28195,23171,17922,2955,4564
35,61,74,372045,88714,20098,22324,12055,7125,5119,3655
-19,70,56,81121,26083,8532,9822,56524,6747,2217,4302
28,61,66,583780,48856,19933,38327,14972,6670,5853,4379
68,57,74,24238,17869,37767,7623,23285,10185,5118,7210
-28,69,67,1122331,48870,6702,10493,18145,9896,2803,2452
57,56,60,252003,216878,8895,12292,4346,11956,1857,4399
-75,66,60,18709,15692,9937,20019,9032,7666,1302,6725
-3,54,47,149352,54436,7192,8658,15525,3717,3704,7619
37,56,54,54114,35918,14554,15836,7859,11025,3123,4520
34,70,66,86728,37006,12198,3733,5005,9797,1881,11724
28,56,51,282319,94700,11763,8121,4864,5573,3603,8315
35,54,47,98147,101184,1884,11431,4467,5440,1772,8259
339,61,38,11102,11542,717,3648,3972,4359,3162,15685
36,38,48,924905,35637,9872,24200,7296,1539,864,984
35,40,35,316457,209999,8341,2107,4602,11841,3068,5755
57,41,30,194876,58445,2867,3861,4133,3304,1224,1384
48,21,38,908584,130359,40060,32914,13426,8197,4537,9495
459,38,26,1382051,136717,5828,34414,7950,16330,6989,8273
-2,41,38,625882,30855,2393,3467,2497,2405,2664,4868
2,43,47,1161556,92310,17384,8645,11416,6965,1824,5131
21,38,34,266372,305277,27645,6800,17718,10013,3182,15890
390,40,40,25834,43409,29670,11128,12195,11139,2853,10517
-36,40,47,2145793,32628,8490,3842,8160,3188,1432,2683
-17,38,43,134198,124136,12819,12551,2365,7711,2631,9503
20,51,67,61204,35770,50603,20266,6976,9437,4553,16102
-3,37,47,55226,79044,2195,2897,4848,2956,1022,6192
181,43,53,59970,34271,23656,8423,13832,8916,1761,11308
67,35,57,1213547,316582,58226,50642,33416,10424,3415,12796
-141,30,47,773016,117210,59294,21836,49849,14195,2598,8850
16,30,63,352726,102587,4795,27185,3126,4442,4755,13648
3,30,63,64266,16812,7582,11343,7895,4412,4307,19751
-71,34,56,41127,91375,5055,10038,14228,3093,2018,9264
43,44,48,81597,93012,23867,4263,23461,22468,3700,16407
9,54,53,201035,70241,11309,32405,10489,8151,4158,14591
98,50,41,2094252,137797,17444,13431,22706,13663,5634,11223
217,75,51,497530,82904,31515,25027,19107,40848,21395,26327
-21,69,54,247959,54020,9299,12028,17719,9736,2598,4364
164,70,66,99929,12967,10809,38033,9695,5394,3331,11085
-23,70,84,1707662,95597,75264,124040,53781,24956,24841,10006
119,50,77,588705,122402,17410,5750,16693,6423,3171,2535
35,66,67,1149295,12892,2704,3534,22498,15865,2226,3089
27,67,54,104440,46411,13894,14602,11669,9204,4724,4019
34,77,48,91623,98381,25573,81341,43331,50985,4747,4120
48,83,60,38519,44279,31061,7718,14465,9027,3556,1840
-37,64,75,68693,55112,27490,14765,3380,11404,4271,5013
2,56,70,162556,137010,7456,37602,8003,9905,6449,4983
20,53,70,47501,26081,30270,67847,120716,24959,2726,3407
180,56,60,171569,119701,13587,10172,6957,21966,4989,5524
48,53,47,516750,184179,6726,28120,10316,18719,6594,11034
-89,54,56,901479,90611,61223,35565,17447,10802,4250,3171
429,40,60,1178592,77639,4230,12411,16736,2547,1026,1782
119,34,63,1231743,54901,8836,4222,1244,3030,1572,546
17,34,63,1231743,54901,8836,4222,1244,3030,1572,546
7,38,54,432739,16672,46140,6297,19395,12587,4042,2741
-154,38,54,432739,16672,46140,6297,19395,12587,4042,2741
-57,53,69,2144138,92970,9061,19002,28916,7250,3371,2467
29,53,81,115183,42310,8340,45407,7783,12897,4517,2660
19,44,84,16146,10261,6191,22072,7127,2581,2582,1654
53,44,66,234039,101580,12059,6683,20663,11780,2096,2932
145,37,70,37498,121729,14626,30558,4968,4049,3741,1646
6,29,54,983182,50547,3644,5273,2988,3971,929,1078
20,35,37,29813,58229,8136,10236,16423,8346,2822,5490
42,35,51,125654,55665,26176,15196,6704,8392,2654,7848
7,35,53,224216,143910,40428,24773,10189,5454,4770,5446
7,40,60,28714,59025,5940,13042,3868,8318,5046,5165
-56,29,69,72832,53833,22911,19878,7168,3720,3998,8983
27,26,51,370727,88144,1822,7837,9833,6302,3474,30235
23,47,47,55585,61052,12760,7481,11910,15704,4081,20287
-59,24,41,655068,324252,40428,19934,15645,4268,2194,34662
32,30,34,427547,127752,5951,39688,22690,15266,2312,24422
-7,29,48,52430,68224,20062,13081,10777,5215,3183,36880
26,17,44,452886,222054,22406,22725,44132,16019,6101,29826
34,43,47,26462,41824,10030,9189,33621,9233,7308,39983
8,27,50,403282,153938,46798,22285,28987,4194,1756,33863
-21,37,53,23934,26237,16101,3886,3804,5750,7553,36939
-9,38,60,47062,112191,13960,27248,7091,9235,2059,24028
50,23,67,434251,214453,121972,26565,30433,13737,6198,27606
-204,34,77,787583,162964,116416,38534,8359,17372,17782,29157
41,26,70,279960,19934,6781,3631,9129,1847,1398,4610
51,20,53,175214,485876,23232,3262,8628,15671,4995,29175
52,24,43,378723,141621,16372,24173,28405,11463,1753,15568
-166,30,43,324010,137706,124892,68775,38232,34835,3694,46975
283,43,44,1689124,70315,31331,8763,13400,22863,3619,3581
89,57,63,1059332,127595,51984,35622,71068,35501,9935,12809
43,69,80,45015,10976,27291,16487,10501,11309,5017,18013
0,56,77,770244,80793,31437,20101,2956,3332,1911,8650
-6,48,78,99484,119676,34670,32171,22899,18104,3936,13660
59,50,81,5338,31690,17634,3302,7566,9179,2032,19845
-8,41,67,486199,65748,17838,10554,7428,8492,1339,15572
19,51,51,316510,149452,9362,8271,12382,10996,2373,11931
-26,56,51,55255,34487,2235,18594,3721,9250,5372,21614
-44,57,48,13722,29919,2242,10535,4943,8627,3886,28338
22,48,56,145923,58918,12685,46449,6395,3620,3597,19118
-66,63,77,18095,6891,8922,7952,6557,7211,5630,14485
150,53,66,67344,35664,4687,2767,11345,2568,505,4401
103,37,60,605757,108311,11974,9920,13727,4114,3194,21623
-11,35,53,1099743,623337,154629,96734,49445,23818,7181,26277
29,23,50,125777,29832,22097,14159,18063,7114,2427,16352
60,24,48,286459,147478,9413,9476,14140,12261,3312,19560
88,37,48,16005,158993,29231,6735,31785,21936,4585,17175
-23,44,61,26467,21788,19020,55436,23656,6391,9330,17342
-18,54,48,8316,33987,7405,2158,14536,11231,4787,12911
55,50,56,75102,108984,13737,23292,10378,6290,2915,13950
64,53,64,41594,49264,9583,13513,1739,11756,4269,8185
-22,56,40,135200,106397,11171,3444,12038,11528,3897,14347
39,51,43,16247,60419,5241,14268,12309,11409,8682,9010
96,69,51,27496,21574,33259,20655,33536,23715,14476,14275
-4,74,60,20343,25840,2111,49253,17238,16851,2585,9748
28,77,74,7911,28117,5847,12797,3379,6915,3206,14382
59,61,78,207678,105211,11370,37937,14653,4240,2303,14384
37,37,57,163420,188885,10824,6918,7951,4637,2552,13141
-22,30,57,27331,12250,13003,6758,6129,4417,3542,11219
40,23,53,46447,135328,4695,43231,31738,10683,8451,9647
57,38,50,723041,50979,14656,6597,13734,10699,3198,14343
56,38,64,31124,73557,14456,20234,8922,2659,3690,11210
57,37,53,562357,63209,18536,4323,11215,8561,5999,10631
-42,38,64,11390,28146,24066,38161,37276,6128,4607,16125
91,34,70,125909,96386,15833,49591,27567,13955,4822,9545
71,50,69,362191,43272,6306,20156,9815,10628,7647,19480
-5,41,54,415877,263856,10504,4867,12293,12168,9416,14809
38,43,37,2768,47300,3259,6928,26871,4967,6554,9168
65,48,40,7464,16603,11769,8058,5924,5612,2342,12071
44,35,23,21640,299338,12505,13960,22736,12702,4272,13336
34,35,35,343472,146880,20389,10631,22598,6851,1890,16048
229,29,43,10450,134721,32225,15522,11782,8531,5654,17429
-29,20,47,117985,68015,64657,11017,6974,7394,1423,17181
-89,24,63,11577,39809,8078,15541,11459,4185,3131,16209
28,24,50,41706,117865,3880,3619,13138,5045,2341,13738
5,14,53,536171,185953,49631,33420,9732,4839,4598,15955
64,10,47,436494,176180,79880,16315,38338,8968,2438,13308
-21,3,54,27389,41172,45469,6771,6625,3502,5426,28394
59,10,64,125905,115537,1247,20761,4965,10286,2973,10106
-26,26,50,198900,87595,3699,4525,6236,8477,3380,15873
41,38,48,554306,79616,28837,5677,11614,11705,1723,12687
-40,41,40,21143,139873,67929,21210,26583,13745,4104,22457
38,23,43,1350360,203924,29998,16113,15554,3041,5389,23906
66,24,60,53862,55198,30554,9271,15198,9249,3834,15834
17,10,48,541834,247491,6285,21779,16697,5830,3233,19461
52,17,38,134917,79482,10188,9572,14160,13946,5052,24108
92,44,47,12123,12688,9114,6168,11228,5460,3722,25653
7,37,40,744807,214563,22749,42278,34812,12362,3639,18071
-43,56,60,22617,23196,13575,23711,16037,8256,1729,25405
-65,48,63,204782,25019,3457,5652,1667,3939,584,16703
32,48,63,204782,25019,3457,5652,1667,3939,584,16703
25,47,66,54995,40313,9868,35017,14032,4380,7977,72984
70,44,57,1786109,214597,5193,41812,21143,22714,1806,64628
41,44,57,1786109,214597,5193,41812,21143,22714,1806,64628
29,37,61,381612,113160,37442,3099,13133,9726,2033,38978
36,53,61,30457,16764,10761,33393,23184,16855,11074,40094
24,50,77,1338427,41286,26973,21938,5164,5427,4705,7243
-181,50,78,78805,161440,68323,48839,39030,24505,35924,46322
-94,50,78,642267,37015,6837,8613,1886,1645,650,755
106,51,77,489605,66778,7706,13444,24426,6002,2626,6712
-124,38,67,591747,206437,68362,33534,33165,22811,5565,19574
-24,50,56,1158803,104935,5190,27592,9015,29078,4387,29067
-19,40,50,1430682,253226,12221,63695,11414,10452,5611,27049
19,47,54,30120,32279,10937,13920,22269,7552,2302,38781
-82,50,54,125735,20935,6558,5329,3994,3896,586,8552
345,37,60,1991530,302270,123536,38989,36797,23125,5736,16142
-155,41,56,24270,38318,5507,3006,5289,2451,298,1194
121,44,63,1126492,5226,2942,6085,4374,2550,3546,5477
-3,35,63,493149,145533,15212,47594,27154,7383,4322,34244
34,54,56,14963,13382,762,6742,10262,8596,5888,36775
3,51,50,346555,172657,7304,12379,13018,6251,2683,31302
196,38,34,443311,81887,6234,7294,6094,4924,1247,9318
-3,53,38,352444,27192,11935,11408,4016,8206,2262,7612
-114,47,41,22279,22954,5945,4491,4918,7647,4095,40632
-19,57,57,349482,21877,8371,15067,15004,4943,2373,37485
10,61,70,32890,45940,17408,13940,8772,6071,4382,39151
69,40,61,1208783,158556,33162,6372,11799,4077,2549,37691
-3,37,64,23246,34565,17324,7001,11553,7752,5077,30745
9,38,63,55226,29241,13723,9663,12183,6314,11061,34745
-6,47,60,257361,50868,14145,14093,10740,13738,8056,31390
-328,61,70,132067,87647,45685,40075,9226,18309,4320,33217
-18,47,63,1576912,183707,36617,11573,21865,7078,5625,29031
381,27,64,314326,306577,94230,113172,14236,8261,10800,28697
-12,20,70,673548,5949,936,5533,1262,998,454,2597
56,16,54,2044809,224627,27726,7649,35143,16537,11256,24786
-158,26,67,3149425,186907,94492,89646,20600,31505,13763,9846
28,26,67,589066,820822,76926,36149,14758,40506,49971,67680
-24,30,70,997131,41137,32397,7949,8122,2007,2129,2665
21,34,67,1493634,135353,84060,35098,65439,24999,7075,9719
8,26,83,213946,96477,52757,9254,15292,6078,4521,9874
18,21,77,149375,107516,19993,45287,49840,8196,4712,12325
-46,29,75,299684,85873,32674,37996,6548,9473,2503,9376
84,21,66,201345,130979,30413,4866,8011,6644,3588,25795
61,34,60,17118,61242,5359,17704,21835,9587,2569,20498
-19,38,47,266031,70790,1343,6584,2664,6653,617,2981
145,47,41,996700,74770,37203,13540,14189,21034,8539,18818
-380,47,44,1021886,92727,8390,23922,15857,5382,1752,19708
279,43,47,1942787,110685,38730,12523,29891,11950,11734,75313
-58,47,54,1061928,46180,11551,2514,5629,7483,1362,61823
-323,35,53,317224,132086,13588,43569,9934,8541,6870,225847
97,41,60,563164,34531,14101,11308,4118,4747,2102,50270
-43,38,56,813305,95075,16896,8883,9584,6807,1383,64718
60,29,56,749474,77553,14758,10197,20972,4738,1859,248107
-275,30,51,131493,118161,26306,9232,35023,9582,9458,272236
-77,20,41,335194,44955,6810,5134,3144,1387,683,18241
20,20,41,1444001,101184,15349,11228,7496,7174,1742,51245
73,13,40,1866064,892314,129246,53585,39952,25462,11119,238845
-74,20,53,643735,29448,38956,4866,8448,7944,3395,240668
-2,37,64,350839,33720,30837,20160,28299,10251,6638,246004
-25,34,64,1362391,329205,43617,48884,38067,16574,7758,227608
-42,43,64,266315,197045,14808,26296,24921,12598,6648,238088
19,48,50,67527,46228,11071,3341,7603,13041,4558,248927
11,43,30,125979,173718,7526,13060,8571,13668,3794,262975
